poa_code_2021,postcode,sa2_code_2021,sa2_name_2021,overlap_area_pct,confidence
POA3199,3199,214011371,Frankston,42.01,low
POA3199,3199,214011373,Frankston South,33.52,low
POA3199,3199,214011372,Frankston North,24.47,low
POA3199,3199,214011375,Seaford (Vic.),0.0,low
POA3200,3200,214011372,Frankston North,100.0,high
POA3201,3201,214011370,Carrum Downs,100.0,high
POA3202,3202,208031191,Moorabbin - Heatherton,100.0,high
POA3204,3204,208021174,Bentleigh - McKinnon,73.7,medium
POA3204,3204,208021182,Ormond - Glen Huntly,24.82,low
POA3204,3204,208021426,Bentleigh East - North,0.82,low
POA3204,3204,208021427,Bentleigh East - South,0.65,low
POA3205,3205,206051512,South Melbourne,96.22,high
POA3205,3205,206051511,Port Melbourne Industrial,3.78,low
POA3206,3206,206051128,Albert Park,100.0,high
POA3207,3207,206051130,Port Melbourne,91.84,high
POA3207,3207,206051511,Port Melbourne Industrial,8.16,low
POA3211,3211,213051468,Werribee - West,54.49,low
POA3211,3211,203021043,Lara,45.51,low
POA3212,3212,203021043,Lara,100.0,high
POA3213,3213,203021486,Corio - Lovely Banks,60.41,medium
POA3213,3213,203011034,Bannockburn,18.37,low
POA3213,3213,203021043,Lara,14.16,low
POA3213,3213,203021047,North Geelong - Bell Park,5.63,low
POA3213,3213,203011035,Golden Plains - South,1.44,low
POA3214,3214,203021486,Corio - Lovely Banks,63.14,medium
POA3214,3214,203021488,Norlane,36.86,low
POA3214,3214,203021043,Lara,0.0,low
POA3214,3214,203021047,North Geelong - Bell Park,0.0,low
POA3215,3215,203021047,North Geelong - Bell Park,70.35,medium
POA3215,3215,203021040,Geelong West - Hamlyn Heights,29.65,low
POA3215,3215,203021486,Corio - Lovely Banks,0.0,low
POA3216,3216,203021042,Highton,39.51,low
POA3216,3216,203021487,Grovedale - Mount Duneed,31.73,low
POA3216,3216,203021037,Belmont,24.95,low
POA3216,3216,203021485,Charlemont,3.81,low
POA3217,3217,203021485,Charlemont,39.11,low
POA3217,3217,203031489,Barwon Heads - Armstrong Creek,28.68,low
POA3217,3217,203021487,Grovedale - Mount Duneed,27.92,low
POA3217,3217,203011036,Winchelsea,2.23,low
POA3217,3217,203031053,Torquay,2.06,low
POA3218,3218,203021040,Geelong West - Hamlyn Heights,98.18,high
POA3218,3218,203011034,Bannockburn,1.41,low
POA3218,3218,203021047,North Geelong - Bell Park,0.41,low
POA3219,3219,203021045,Newcomb - Moolap,67.07,medium
POA3219,3219,203021039,Geelong,32.93,low
POA3220,3220,203021046,Newtown (Vic.),60.61,medium
POA3220,3220,203021039,Geelong,39.39,low
POA3221,3221,203011036,Winchelsea,66.58,medium
POA3221,3221,203021042,Highton,33.42,low
POA3222,3222,203031048,Clifton Springs,90.42,high
POA3222,3222,203031490,Ocean Grove,9.03,low
POA3222,3222,203031052,Point Lonsdale - Queenscliff,0.55,low
POA3223,3223,203031051,Portarlington,100.0,high
POA3224,3224,203021044,Leopold,87.97,medium
POA3224,3224,203021045,Newcomb - Moolap,12.03,low
POA3225,3225,203031052,Point Lonsdale - Queenscliff,100.0,high
POA3226,3226,203031490,Ocean Grove,100.0,high
POA3227,3227,203031489,Barwon Heads - Armstrong Creek,100.0,high
POA3227,3227,203031490,Ocean Grove,0.0,low
POA3228,3228,203031053,Torquay,100.0,high
POA3230,3230,203031049,Lorne - Anglesea,100.0,high
POA3231,3231,203031049,Lorne - Anglesea,100.0,high
POA3232,3232,203031049,Lorne - Anglesea,100.0,high
POA3233,3233,217031476,Otway,100.0,high
POA3234,3234,217031476,Otway,100.0,high
POA3235,3235,203011036,Winchelsea,94.12,high
POA3235,3235,203031049,Lorne - Anglesea,5.88,low
POA3236,3236,217031476,Otway,100.0,high
POA3237,3237,217031476,Otway,88.78,medium
POA3237,3237,217031475,Corangamite - South,11.22,low
POA3238,3238,217031476,Otway,100.0,high
POA3239,3239,217031476,Otway,90.77,high
POA3239,3239,217031475,Corangamite - South,9.23,low
POA3240,3240,203011036,Winchelsea,100.0,high
POA3241,3241,203011036,Winchelsea,93.72,high
POA3241,3241,203031049,Lorne - Anglesea,3.14,low
POA3241,3241,217031473,Colac Surrounds,3.14,low
POA3242,3242,217031473,Colac Surrounds,96.93,high
POA3242,3242,203011036,Winchelsea,3.07,low
POA3243,3243,217031473,Colac Surrounds,99.99,high
POA3243,3243,217031476,Otway,0.01,low
POA3249,3249,217031473,Colac Surrounds,91.71,high
POA3249,3249,217031476,Otway,6.31,low
POA3249,3249,217031475,Corangamite - South,1.9,low
POA3249,3249,217031474,Corangamite - North,0.09,low
POA3250,3250,217031472,Colac,100.0,high
POA3250,3250,217031473,Colac Surrounds,0.0,low
POA3251,3251,217031473,Colac Surrounds,99.99,high
POA3251,3251,217031474,Corangamite - North,0.01,low
POA3254,3254,217031473,Colac Surrounds,100.0,high
POA3260,3260,217031471,Camperdown,72.66,medium
POA3260,3260,217031474,Corangamite - North,12.62,low
POA3260,3260,217031475,Corangamite - South,12.43,low
POA3260,3260,217031473,Colac Surrounds,2.29,low
POA3264,3264,217031474,Corangamite - North,100.0,high
POA3265,3265,217041477,Moyne - East,62.36,medium
POA3265,3265,217031474,Corangamite - North,23.34,low
POA3265,3265,217031475,Corangamite - South,14.3,low
POA3266,3266,217031475,Corangamite - South,97.24,high
POA3266,3266,217031474,Corangamite - North,2.17,low
POA3266,3266,217031473,Colac Surrounds,0.59,low
POA3266,3266,217031476,Otway,0.0,low
POA3267,3267,217031475,Corangamite - South,100.0,high
POA3268,3268,217031475,Corangamite - South,82.85,medium
POA3268,3268,217041477,Moyne - East,17.15,low
POA3269,3269,217031475,Corangamite - South,100.0,high
POA3270,3270,217041477,Moyne - East,77.9,medium
POA3270,3270,217031475,Corangamite - South,22.1,low
POA3271,3271,217041477,Moyne - East,57.9,low
POA3271,3271,217031474,Corangamite - North,26.84,low
POA3271,3271,215011387,Ararat Surrounds,15.26,low
POA3272,3272,217041477,Moyne - East,99.38,high
POA3272,3272,215011387,Ararat Surrounds,0.62,low
POA3273,3273,217041477,Moyne - East,100.0,high
POA3274,3274,217041477,Moyne - East,100.0,high
POA3275,3275,217041478,Moyne - West,100.0,high
POA3276,3276,217041477,Moyne - East,100.0,high
POA3277,3277,217041480,Warrnambool - South,77.55,medium
POA3277,3277,217041477,Moyne - East,22.45,low
POA3278,3278,217041477,Moyne - East,100.0,high
POA3279,3279,217041477,Moyne - East,100.0,high
POA3280,3280,217041479,Warrnambool - North,64.19,medium
POA3280,3280,217041480,Warrnambool - South,35.81,low
POA3281,3281,217041479,Warrnambool - North,55.54,low
POA3281,3281,217041477,Moyne - East,44.46,low
POA3282,3282,217041478,Moyne - West,100.0,high
POA3283,3283,217041478,Moyne - West,100.0,high
POA3284,3284,217041478,Moyne - West,100.0,high
POA3285,3285,217011420,Glenelg (Vic.),52.7,low
POA3285,3285,217041478,Moyne - West,47.3,low
POA3286,3286,217041478,Moyne - West,100.0,high
POA3287,3287,217041478,Moyne - West,100.0,high
POA3289,3289,217011423,Southern Grampians,93.53,high
POA3289,3289,217041478,Moyne - West,3.86,low
POA3289,3289,217041477,Moyne - East,2.61,low
POA3292,3292,217011420,Glenelg (Vic.),100.0,high
POA3293,3293,217011423,Southern Grampians,72.37,medium
POA3293,3293,217041477,Moyne - East,14.72,low
POA3293,3293,215011387,Ararat Surrounds,12.92,low
POA3294,3294,217011423,Southern Grampians,100.0,high
POA3300,3300,217011421,Hamilton (Vic.),98.7,high
POA3300,3300,217011423,Southern Grampians,1.3,low
POA3301,3301,217011423,Southern Grampians,91.4,high
POA3301,3301,217041478,Moyne - West,5.86,low
POA3301,3301,217011420,Glenelg (Vic.),2.74,low
POA3302,3302,217011423,Southern Grampians,85.25,medium
POA3302,3302,217011420,Glenelg (Vic.),14.75,low
POA3303,3303,217011420,Glenelg (Vic.),100.0,high
POA3304,3304,217011420,Glenelg (Vic.),96.13,high
POA3304,3304,217041478,Moyne - West,3.87,low
POA3305,3305,217011422,Portland,84.13,medium
POA3305,3305,217011420,Glenelg (Vic.),15.87,low
POA3309,3309,217011420,Glenelg (Vic.),100.0,high
POA3310,3310,217011420,Glenelg (Vic.),100.0,high
POA3311,3311,217011420,Glenelg (Vic.),100.0,high
POA3312,3312,217011420,Glenelg (Vic.),75.12,medium
POA3312,3312,215011393,West Wimmera,18.28,low
POA3312,3312,217011423,Southern Grampians,6.61,low
POA3314,3314,217011423,Southern Grampians,100.0,high
POA3315,3315,217011423,Southern Grampians,96.86,high
POA3315,3315,217011420,Glenelg (Vic.),3.14,low
POA3317,3317,215011393,West Wimmera,86.63,medium
POA3317,3317,217011423,Southern Grampians,13.37,low
POA3318,3318,215011393,West Wimmera,100.0,high
POA3319,3319,215011393,West Wimmera,100.0,high
POA3321,3321,203011035,Golden Plains - South,95.19,high
POA3321,3321,203011036,Winchelsea,3.91,low
POA3321,3321,217031473,Colac Surrounds,0.89,low
POA3322,3322,217031473,Colac Surrounds,81.39,medium
POA3322,3322,203011035,Golden Plains - South,9.84,low
POA3322,3322,217031474,Corangamite - North,8.77,low
POA3323,3323,217031474,Corangamite - North,99.99,high
POA3323,3323,201031015,Golden Plains - North,0.01,low
POA3324,3324,217031474,Corangamite - North,100.0,high
POA3325,3325,217031474,Corangamite - North,100.0,high
POA3328,3328,203011035,Golden Plains - South,100.0,high
POA3329,3329,203011035,Golden Plains - South,96.76,high
POA3329,3329,217031473,Colac Surrounds,3.24,low
POA3330,3330,203011035,Golden Plains - South,100.0,high
POA3331,3331,203011034,Bannockburn,92.73,high
POA3331,3331,203011035,Golden Plains - South,7.27,low
POA3332,3332,203011035,Golden Plains - South,100.0,high
POA3333,3333,203011035,Golden Plains - South,100.0,high
POA3334,3334,201021012,Gordon (Vic.),100.0,high
POA3335,3335,213041359,Rockbank - Mount Cottrell,93.31,high
POA3335,3335,213041574,Fraser Rise - Plumpton,6.69,low
POA3336,3336,213041574,Fraser Rise - Plumpton,54.66,low
POA3336,3336,213041359,Rockbank - Mount Cottrell,45.34,low
POA3337,3337,213041358,Melton West,52.05,low
POA3337,3337,213041576,Kurunjang - Toolern Vale,28.52,low
POA3337,3337,213041577,Melton,19.43,low
POA3338,3338,213041578,Melton South - Weir Views,44.94,low
POA3338,3338,213041571,Brookfield,26.5,low
POA3338,3338,213041572,Cobblebank - Strathtulloh,20.54,low
POA3338,3338,213041573,Eynesbury - Exford,8.02,low
POA3338,3338,213051589,Wyndham Vale - North,0.0,low
POA3340,3340,213041353,Bacchus Marsh,95.86,high
POA3340,3340,201021009,Bacchus Marsh Surrounds,3.05,low
POA3340,3340,203021043,Lara,0.99,low
POA3340,3340,213041573,Eynesbury - Exford,0.1,low
POA3341,3341,201021009,Bacchus Marsh Surrounds,90.32,high
POA3341,3341,213041353,Bacchus Marsh,9.68,low
POA3342,3342,201021009,Bacchus Marsh Surrounds,98.22,high
POA3342,3342,201021012,Gordon (Vic.),1.55,low
POA3342,3342,203011035,Golden Plains - South,0.23,low
POA3345,3345,201021012,Gordon (Vic.),100.0,high
POA3350,3350,201011001,Alfredton,22.42,low
POA3350,3350,201011482,Ballarat North - Invermay,20.74,low
POA3350,3350,201011483,Canadian - Mount Clear,18.52,low
POA3350,3350,201011002,Ballarat,15.56,low
POA3350,3350,201011481,Ballarat East - Warrenheip,13.64,low
POA3350,3350,201011005,Buninyong,4.56,low
POA3350,3350,201011484,Sebastopol - Redan,4.56,low
POA3351,3351,201011007,Smythes Creek,43.15,low
POA3351,3351,201031015,Golden Plains - North,30.15,low
POA3351,3351,201031014,Beaufort,13.51,low
POA3351,3351,215011387,Ararat Surrounds,7.44,low
POA3351,3351,201011006,Delacombe,5.27,low
POA3351,3351,203011035,Golden Plains - South,0.34,low
POA3351,3351,217041477,Moyne - East,0.13,low
POA3352,3352,201021012,Gordon (Vic.),22.66,low
POA3352,3352,201011008,Wendouree - Miners Rest,21.81,low
POA3352,3352,201011001,Alfredton,10.67,low
POA3352,3352,201031015,Golden Plains - North,7.47,low
POA3352,3352,201011006,Delacombe,6.5,low
POA3352,3352,201021010,Creswick - Clunes,5.58,low
POA3352,3352,201011482,Ballarat North - Invermay,5.57,low
POA3352,3352,203011035,Golden Plains - South,4.7,low
POA3352,3352,201031014,Beaufort,3.8,low
POA3352,3352,201011481,Ballarat East - Warrenheip,3.56,low
POA3352,3352,201031013,Avoca,3.54,low
POA3352,3352,201011005,Buninyong,2.49,low
POA3352,3352,201011007,Smythes Creek,1.53,low
POA3352,3352,217031474,Corangamite - North,0.13,low
POA3355,3355,201011008,Wendouree - Miners Rest,85.9,medium
POA3355,3355,201011002,Ballarat,14.1,low
POA3356,3356,201011484,Sebastopol - Redan,64.6,medium
POA3356,3356,201011006,Delacombe,35.4,low
POA3357,3357,201011005,Buninyong,100.0,high
POA3358,3358,201011006,Delacombe,100.0,high
POA3360,3360,201031015,Golden Plains - North,94.26,high
POA3360,3360,201031014,Beaufort,5.74,low
POA3361,3361,217031474,Corangamite - North,84.93,medium
POA3361,3361,201031014,Beaufort,15.07,low
POA3363,3363,201021010,Creswick - Clunes,99.36,high
POA3363,3363,201021011,Daylesford,0.64,low
POA3364,3364,201021010,Creswick - Clunes,66.96,medium
POA3364,3364,201021011,Daylesford,26.48,low
POA3364,3364,202021028,Castlemaine Surrounds,4.75,low
POA3364,3364,201021012,Gordon (Vic.),1.82,low
POA3370,3370,201021010,Creswick - Clunes,98.78,high
POA3370,3370,201031017,Maryborough Surrounds,1.22,low
POA3371,3371,201031017,Maryborough Surrounds,77.33,medium
POA3371,3371,201031013,Avoca,18.06,low
POA3371,3371,201021010,Creswick - Clunes,4.61,low
POA3373,3373,201031014,Beaufort,99.88,high
POA3373,3373,215011387,Ararat Surrounds,0.12,low
POA3374,3374,215011392,Stawell,94.34,high
POA3374,3374,215011387,Ararat Surrounds,5.66,low
POA3375,3375,215011387,Ararat Surrounds,89.53,medium
POA3375,3375,201031014,Beaufort,10.47,low
POA3377,3377,215011386,Ararat,88.48,medium
POA3377,3377,215011387,Ararat Surrounds,10.38,low
POA3377,3377,201031013,Avoca,0.88,low
POA3377,3377,215011392,Stawell,0.26,low
POA3378,3378,215011387,Ararat Surrounds,100.0,high
POA3379,3379,215011387,Ararat Surrounds,94.0,high
POA3379,3379,217041477,Moyne - East,6.0,low
POA3380,3380,215011392,Stawell,100.0,high
POA3381,3381,215011392,Stawell,72.68,medium
POA3381,3381,215011387,Ararat Surrounds,27.32,low
POA3384,3384,201031013,Avoca,44.26,low
POA3384,3384,215011392,Stawell,41.72,low
POA3384,3384,215011391,St Arnaud,14.02,low
POA3385,3385,215011392,Stawell,81.6,medium
POA3385,3385,215011389,Horsham Surrounds,11.29,low
POA3385,3385,215011394,Yarriambiack,7.11,low
POA3387,3387,215011391,St Arnaud,55.02,low
POA3387,3387,215011392,Stawell,44.98,low
POA3388,3388,215011394,Yarriambiack,96.07,high
POA3388,3388,215011391,St Arnaud,3.93,low
POA3390,3390,215011394,Yarriambiack,100.0,high
POA3391,3391,215011394,Yarriambiack,100.0,high
POA3392,3392,215011394,Yarriambiack,97.27,high
POA3392,3392,215011391,St Arnaud,2.73,low
POA3393,3393,215011394,Yarriambiack,98.92,high
POA3393,3393,215031400,Buloke,1.08,low
POA3395,3395,215011394,Yarriambiack,90.91,high
POA3395,3395,215031400,Buloke,8.21,low
POA3395,3395,215011390,Nhill Region,0.88,low
POA3396,3396,215011394,Yarriambiack,100.0,high
POA3400,3400,215011388,Horsham,100.0,high
POA3401,3401,215011389,Horsham Surrounds,56.29,low
POA3401,3401,215011388,Horsham,40.17,low
POA3401,3401,215011393,West Wimmera,2.22,low
POA3401,3401,217011423,Southern Grampians,0.7,low
POA3401,3401,215011394,Yarriambiack,0.61,low
POA3401,3401,215011390,Nhill Region,0.0,low
POA3401,3401,215011392,Stawell,0.0,low
POA3407,3407,217011423,Southern Grampians,100.0,high
POA3409,3409,215011389,Horsham Surrounds,84.54,medium
POA3409,3409,215011393,West Wimmera,15.46,low
POA3412,3412,215011393,West Wimmera,100.0,high
POA3413,3413,215011393,West Wimmera,100.0,high
POA3414,3414,215011390,Nhill Region,100.0,high
POA3415,3415,215011390,Nhill Region,100.0,high
POA3418,3418,215011390,Nhill Region,100.0,high
POA3419,3419,215011390,Nhill Region,100.0,high
POA3420,3420,215011390,Nhill Region,100.0,high
POA3423,3423,215011390,Nhill Region,100.0,high
POA3424,3424,215011390,Nhill Region,89.35,medium
POA3424,3424,215011394,Yarriambiack,10.65,low
POA3427,3427,210041539,Diggers Rest,92.41,high
POA3427,3427,210041540,Sunbury - South,7.59,low
POA3428,3428,210051246,Greenvale - Bulla,100.0,high
POA3429,3429,210041540,Sunbury - South,37.24,low
POA3429,3429,210041240,Sunbury,34.14,low
POA3429,3429,210041541,Sunbury - West,28.62,low
POA3430,3430,210021235,Romsey,97.32,high
POA3430,3430,210041240,Sunbury,2.68,low
POA3431,3431,210021234,Riddells Creek,100.0,high
POA3432,3432,210021235,Romsey,100.0,high
POA3433,3433,210021235,Romsey,100.0,high
POA3434,3434,210021235,Romsey,98.9,high
POA3434,3434,210021234,Riddells Creek,1.1,low
POA3435,3435,210021235,Romsey,97.02,high
POA3435,3435,204011060,Seymour Surrounds,2.98,low
POA3437,3437,210021232,Gisborne,100.0,high
POA3438,3438,210021232,Gisborne,100.0,high
POA3440,3440,210021233,Macedon,100.0,high
POA3441,3441,210021233,Macedon,100.0,high
POA3442,3442,202021031,Woodend,91.3,high
POA3442,3442,202021030,Kyneton,4.57,low
POA3442,3442,210021235,Romsey,4.13,low
POA3444,3444,202021030,Kyneton,91.45,high
POA3444,3444,202021028,Castlemaine Surrounds,4.57,low
POA3444,3444,202021029,Heathcote,1.69,low
POA3444,3444,201021011,Daylesford,1.2,low
POA3444,3444,204011060,Seymour Surrounds,1.08,low
POA3446,3446,202021030,Kyneton,82.16,medium
POA3446,3446,201021011,Daylesford,17.38,low
POA3446,3446,202021028,Castlemaine Surrounds,0.46,low
POA3447,3447,202021028,Castlemaine Surrounds,100.0,high
POA3447,3447,201021011,Daylesford,0.0,low
POA3448,3448,202021028,Castlemaine Surrounds,100.0,high
POA3450,3450,202021027,Castlemaine,100.0,high
POA3451,3451,202021027,Castlemaine,64.51,medium
POA3451,3451,202021028,Castlemaine Surrounds,34.72,low
POA3451,3451,201021011,Daylesford,0.77,low
POA3453,3453,202021028,Castlemaine Surrounds,76.24,medium
POA3453,3453,202021026,Bendigo Surrounds - South,23.76,low
POA3458,3458,201021011,Daylesford,74.41,medium
POA3458,3458,201021009,Bacchus Marsh Surrounds,18.51,low
POA3458,3458,202021031,Woodend,4.66,low
POA3458,3458,202021030,Kyneton,2.42,low
POA3460,3460,201021011,Daylesford,100.0,high
POA3461,3461,201021011,Daylesford,96.46,high
POA3461,3461,202021028,Castlemaine Surrounds,2.63,low
POA3461,3461,201021012,Gordon (Vic.),0.91,low
POA3461,3461,202021030,Kyneton,0.0,low
POA3462,3462,202021028,Castlemaine Surrounds,100.0,high
POA3463,3463,202021028,Castlemaine Surrounds,91.18,high
POA3463,3463,202031033,Loddon,8.82,low
POA3464,3464,201031017,Maryborough Surrounds,100.0,high
POA3465,3465,201031016,Maryborough (Vic.),80.8,medium
POA3465,3465,201031017,Maryborough Surrounds,17.36,low
POA3465,3465,201031013,Avoca,1.54,low
POA3465,3465,215011391,St Arnaud,0.29,low
POA3467,3467,201031013,Avoca,100.0,high
POA3468,3468,201031013,Avoca,84.05,medium
POA3468,3468,201031014,Beaufort,15.95,low
POA3469,3469,201031013,Avoca,87.02,medium
POA3469,3469,201031014,Beaufort,12.98,low
POA3472,3472,201031017,Maryborough Surrounds,96.85,high
POA3472,3472,202031033,Loddon,3.15,low
POA3475,3475,201031017,Maryborough Surrounds,64.65,medium
POA3475,3475,202031033,Loddon,21.89,low
POA3475,3475,215011391,St Arnaud,13.46,low
POA3477,3477,215011391,St Arnaud,86.33,medium
POA3477,3477,201031013,Avoca,9.99,low
POA3477,3477,215031400,Buloke,2.38,low
POA3477,3477,202031033,Loddon,1.31,low
POA3478,3478,215011391,St Arnaud,89.75,medium
POA3478,3478,201031013,Avoca,9.55,low
POA3478,3478,215031400,Buloke,0.7,low
POA3480,3480,215031400,Buloke,95.12,high
POA3480,3480,215011391,St Arnaud,3.88,low
POA3480,3480,215011394,Yarriambiack,1.0,low
POA3482,3482,215031400,Buloke,100.0,high
POA3483,3483,215031400,Buloke,100.0,high
POA3485,3485,215011394,Yarriambiack,65.76,medium
POA3485,3485,215031400,Buloke,34.24,low
POA3487,3487,215011394,Yarriambiack,100.0,high
POA3488,3488,215011394,Yarriambiack,91.76,high
POA3488,3488,215031400,Buloke,8.24,low
POA3489,3489,215011394,Yarriambiack,64.98,medium
POA3489,3489,215021398,Mildura Surrounds,35.02,low
POA3490,3490,215021398,Mildura Surrounds,100.0,high
POA3490,3490,215011390,Nhill Region,0.0,low
POA3491,3491,215011394,Yarriambiack,68.23,medium
POA3491,3491,215021398,Mildura Surrounds,31.77,low
POA3494,3494,215021398,Mildura Surrounds,100.0,high
POA3496,3496,215021399,Red Cliffs,95.02,high
POA3496,3496,215021398,Mildura Surrounds,4.98,low
POA3498,3498,215021395,Irymple,100.0,high
POA3500,3500,215021469,Mildura - North,52.11,low
POA3500,3500,215021470,Mildura - South,47.51,low
POA3500,3500,215021398,Mildura Surrounds,0.32,low
POA3500,3500,215021396,Merbein,0.05,low
POA3501,3501,215021395,Irymple,80.12,medium
POA3501,3501,215021398,Mildura Surrounds,19.88,low
POA3505,3505,215021396,Merbein,98.94,high
POA3505,3505,215021398,Mildura Surrounds,1.06,low
POA3505,3505,215021470,Mildura - South,0.0,low
POA3506,3506,215021398,Mildura Surrounds,100.0,high
POA3507,3507,215021398,Mildura Surrounds,100.0,high
POA3509,3509,215021398,Mildura Surrounds,100.0,high
POA3512,3512,215021398,Mildura Surrounds,100.0,high
POA3515,3515,202021026,Bendigo Surrounds - South,99.04,high
POA3515,3515,202031033,Loddon,0.96,low
POA3516,3516,202031033,Loddon,76.14,medium
POA3516,3516,202021026,Bendigo Surrounds - South,23.86,low
POA3517,3517,202031033,Loddon,100.0,high
POA3518,3518,202031033,Loddon,99.31,high
POA3518,3518,215031400,Buloke,0.69,low
POA3520,3520,202031033,Loddon,100.0,high
POA3521,3521,204011060,Seymour Surrounds,100.0,high
POA3522,3522,204011060,Seymour Surrounds,100.0,high
POA3523,3523,202021029,Heathcote,97.01,high
POA3523,3523,216011410,Rushworth,1.27,low
POA3523,3523,204011058,Nagambie,1.17,low
POA3523,3523,204011060,Seymour Surrounds,0.56,low
POA3525,3525,215031400,Buloke,91.16,high
POA3525,3525,202031033,Loddon,8.84,low
POA3527,3527,215031400,Buloke,97.16,high
POA3527,3527,215031401,Gannawarra,1.75,low
POA3527,3527,202031033,Loddon,1.08,low
POA3529,3529,215031400,Buloke,100.0,high
POA3530,3530,215031400,Buloke,100.0,high
POA3531,3531,215031400,Buloke,100.0,high
POA3533,3533,215031400,Buloke,100.0,high
POA3537,3537,202031033,Loddon,99.55,high
POA3537,3537,215031401,Gannawarra,0.45,low
POA3540,3540,215031401,Gannawarra,100.0,high
POA3542,3542,215031401,Gannawarra,100.0,high
POA3544,3544,215031405,Swan Hill Surrounds,96.37,high
POA3544,3544,215031400,Buloke,3.63,low
POA3546,3546,215031405,Swan Hill Surrounds,100.0,high
POA3549,3549,215031403,Robinvale,93.25,high
POA3549,3549,215031405,Swan Hill Surrounds,6.75,low
POA3550,3550,202011018,Bendigo,35.67,low
POA3550,3550,202011020,East Bendigo - Kennington,33.48,low
POA3550,3550,202011021,Flora Hill - Spring Gully,22.52,low
POA3550,3550,202011025,White Hills - Ascot,8.33,low
POA3550,3550,202011024,Strathfieldsaye,0.0,low
POA3551,3551,202011025,White Hills - Ascot,30.81,low
POA3551,3551,202011024,Strathfieldsaye,29.98,low
POA3551,3551,202011023,Maiden Gully,15.2,low
POA3551,3551,202021026,Bendigo Surrounds - South,14.79,low
POA3551,3551,202031032,Bendigo Surrounds - North,3.22,low
POA3551,3551,202021029,Heathcote,2.95,low
POA3551,3551,202031033,Loddon,1.72,low
POA3551,3551,216011410,Rushworth,0.7,low
POA3551,3551,202011019,California Gully - Eaglehawk,0.6,low
POA3551,3551,201031017,Maryborough Surrounds,0.03,low
POA3555,3555,202011022,Kangaroo Flat - Golden Square,100.0,high
POA3556,3556,202011019,California Gully - Eaglehawk,90.48,high
POA3556,3556,202031032,Bendigo Surrounds - North,8.75,low
POA3556,3556,202011023,Maiden Gully,0.77,low
POA3557,3557,202031032,Bendigo Surrounds - North,92.98,high
POA3557,3557,216011410,Rushworth,7.02,low
POA3558,3558,202031032,Bendigo Surrounds - North,89.53,medium
POA3558,3558,216011410,Rushworth,10.47,low
POA3559,3559,216011410,Rushworth,92.49,high
POA3559,3559,202031032,Bendigo Surrounds - North,7.51,low
POA3561,3561,216011409,Rochester,85.0,medium
POA3561,3561,216011408,Lockington - Gunbower,12.99,low
POA3561,3561,216011407,Kyabram,2.01,low
POA3562,3562,216011408,Lockington - Gunbower,100.0,high
POA3563,3563,216011408,Lockington - Gunbower,100.0,high
POA3564,3564,216011406,Echuca,91.55,high
POA3564,3564,216011408,Lockington - Gunbower,8.15,low
POA3564,3564,216011407,Kyabram,0.3,low
POA3565,3565,216011408,Lockington - Gunbower,100.0,high
POA3566,3566,216011408,Lockington - Gunbower,100.0,high
POA3567,3567,215031401,Gannawarra,98.5,high
