poa_code_2021,postcode,sa2_code_2021,sa2_name_2021,overlap_area_pct,confidence
POA3567,3567,202031033,Loddon,1.5,low
POA3568,3568,215031401,Gannawarra,100.0,high
POA3570,3570,202031032,Bendigo Surrounds - North,99.52,high
POA3570,3570,202031033,Loddon,0.48,low
POA3571,3571,202031033,Loddon,97.0,high
POA3571,3571,202031032,Bendigo Surrounds - North,3.0,low
POA3572,3572,216011408,Lockington - Gunbower,72.38,medium
POA3572,3572,202031033,Loddon,27.62,low
POA3573,3573,202031033,Loddon,84.39,medium
POA3573,3573,216011408,Lockington - Gunbower,15.61,low
POA3575,3575,202031033,Loddon,100.0,high
POA3576,3576,202031033,Loddon,100.0,high
POA3579,3579,215031402,Kerang,72.32,medium
POA3579,3579,215031401,Gannawarra,26.89,low
POA3579,3579,202031033,Loddon,0.79,low
POA3580,3580,215031401,Gannawarra,100.0,high
POA3581,3581,215031401,Gannawarra,100.0,high
POA3583,3583,215031405,Swan Hill Surrounds,100.0,high
POA3584,3584,215031405,Swan Hill Surrounds,100.0,high
POA3585,3585,215031404,Swan Hill,97.13,high
POA3585,3585,215031405,Swan Hill Surrounds,2.87,low
POA3586,3586,215031405,Swan Hill Surrounds,100.0,high
POA3588,3588,215031405,Swan Hill Surrounds,100.0,high
POA3589,3589,215031405,Swan Hill Surrounds,100.0,high
POA3590,3590,215031405,Swan Hill Surrounds,100.0,high
POA3591,3591,215031405,Swan Hill Surrounds,100.0,high
POA3594,3594,215031405,Swan Hill Surrounds,100.0,high
POA3595,3595,215031405,Swan Hill Surrounds,100.0,high
POA3596,3596,215031405,Swan Hill Surrounds,100.0,high
POA3597,3597,215031405,Swan Hill Surrounds,100.0,high
POA3599,3599,215031405,Swan Hill Surrounds,100.0,high
POA3607,3607,204011058,Nagambie,100.0,high
POA3608,3608,204011058,Nagambie,100.0,high
POA3610,3610,216031419,Shepparton Surrounds - West,99.19,high
POA3610,3610,204011055,Euroa,0.81,low
POA3612,3612,216011410,Rushworth,97.49,high
POA3612,3612,204011058,Nagambie,2.51,low
POA3614,3614,216031419,Shepparton Surrounds - West,100.0,high
POA3616,3616,216031419,Shepparton Surrounds - West,100.0,high
POA3617,3617,216031419,Shepparton Surrounds - West,100.0,high
POA3618,3618,216031419,Shepparton Surrounds - West,100.0,high
POA3620,3620,216011407,Kyabram,98.14,high
POA3620,3620,216031419,Shepparton Surrounds - West,1.86,low
POA3621,3621,216011407,Kyabram,100.0,high
POA3622,3622,216011407,Kyabram,65.12,medium
POA3622,3622,216011409,Rochester,34.88,low
POA3623,3623,216011410,Rushworth,100.0,high
POA3624,3624,216011410,Rushworth,100.0,high
POA3629,3629,216031415,Mooroopna,87.13,medium
POA3629,3629,216031419,Shepparton Surrounds - West,12.87,low
POA3630,3630,216031416,Shepparton - North,53.58,low
POA3630,3630,216031594,Shepparton - South East,46.17,low
POA3630,3630,216031418,Shepparton Surrounds - East,0.26,low
POA3631,3631,216031593,Kialla,62.13,medium
POA3631,3631,216031416,Shepparton - North,18.76,low
POA3631,3631,216031594,Shepparton - South East,11.29,low
POA3631,3631,216031418,Shepparton Surrounds - East,7.17,low
POA3631,3631,204011055,Euroa,0.65,low
POA3633,3633,216031418,Shepparton Surrounds - East,100.0,high
POA3634,3634,216031418,Shepparton Surrounds - East,96.17,high
POA3634,3634,216021413,Numurkah,3.83,low
POA3635,3635,216021413,Numurkah,100.0,high
POA3636,3636,216021413,Numurkah,100.0,high
POA3637,3637,216021413,Numurkah,100.0,high
POA3638,3638,216021413,Numurkah,100.0,high
POA3639,3639,216021413,Numurkah,100.0,high
POA3640,3640,216021413,Numurkah,100.0,high
POA3641,3641,216021413,Numurkah,100.0,high
POA3644,3644,216021411,Cobram,68.92,medium
POA3644,3644,216021413,Numurkah,10.09,low
POA3646,3646,216031418,Shepparton Surrounds - East,60.89,medium
POA3646,3646,216021412,Moira,39.11,low
POA3647,3647,216031418,Shepparton Surrounds - East,100.0,high
POA3649,3649,216021412,Moira,100.0,high
POA3658,3658,204011056,Kilmore - Broadford,83.28,medium
POA3658,3658,209041224,Wallan,9.01,low
POA3658,3658,204011060,Seymour Surrounds,4.02,low
POA3658,3658,204011062,Yea,3.69,low
POA3659,3659,204011060,Seymour Surrounds,100.0,high
POA3660,3660,204011059,Seymour,83.86,medium
POA3660,3660,204011060,Seymour Surrounds,12.09,low
POA3660,3660,204011062,Yea,4.05,low
POA3662,3662,204011060,Seymour Surrounds,100.0,high
POA3663,3663,204011058,Nagambie,100.0,high
POA3664,3664,204011058,Nagambie,100.0,high
POA3665,3665,204011055,Euroa,67.17,medium
POA3665,3665,204011058,Nagambie,32.83,low
POA3666,3666,204011055,Euroa,99.26,high
POA3666,3666,204011058,Nagambie,0.41,low
POA3666,3666,204011060,Seymour Surrounds,0.33,low
POA3669,3669,204011055,Euroa,97.16,high
POA3669,3669,216031418,Shepparton Surrounds - East,2.84,low
POA3669,3669,204021064,Benalla Surrounds,0.01,low
POA3670,3670,204021064,Benalla Surrounds,100.0,high
POA3672,3672,204021063,Benalla,100.0,high
POA3673,3673,204021064,Benalla Surrounds,100.0,high
POA3675,3675,204021067,Wangaratta Surrounds,82.4,medium
POA3675,3675,204021064,Benalla Surrounds,15.43,low
POA3675,3675,216021412,Moira,2.18,low
POA3677,3677,204021066,Wangaratta,99.76,high
POA3677,3677,204021067,Wangaratta Surrounds,0.24,low
POA3678,3678,204021067,Wangaratta Surrounds,88.78,medium
POA3678,3678,204021066,Wangaratta,10.8,low
POA3678,3678,216021412,Moira,0.41,low
POA3682,3682,204021067,Wangaratta Surrounds,66.77,medium
POA3682,3682,204021065,Rutherglen,33.23,low
POA3683,3683,204031070,Chiltern - Indigo Valley,100.0,high
POA3685,3685,204021065,Rutherglen,94.73,high
POA3685,3685,204031070,Chiltern - Indigo Valley,3.47,low
POA3685,3685,204021067,Wangaratta Surrounds,1.8,low
POA3687,3687,204021065,Rutherglen,100.0,high
POA3688,3688,204031070,Chiltern - Indigo Valley,100.0,high
POA3690,3690,204031492,Wodonga,43.09,low
POA3690,3690,204031073,West Wodonga,42.2,low
POA3690,3690,204031491,Baranduda - Leneva,14.71,low
POA3691,3691,204031491,Baranduda - Leneva,59.44,low
POA3691,3691,204031075,Yackandandah,20.42,low
POA3691,3691,204031072,Towong,9.52,low
POA3691,3691,204031069,Bright - Mount Beauty,5.41,low
POA3691,3691,204031073,West Wodonga,4.7,low
POA3691,3691,204031492,Wodonga,0.02,low
POA3695,3695,204031075,Yackandandah,100.0,high
POA3697,3697,204031069,Bright - Mount Beauty,100.0,high
POA3698,3698,204031069,Bright - Mount Beauty,100.0,high
POA3699,3699,204031069,Bright - Mount Beauty,100.0,high
POA3699,3699,205021082,Bruthen - Omeo,0.0,low
POA3700,3700,204031072,Towong,100.0,high
POA3701,3701,204031072,Towong,100.0,high
POA3701,3701,205021082,Bruthen - Omeo,0.0,low
POA3704,3704,204031072,Towong,100.0,high
POA3705,3705,204031072,Towong,100.0,high
POA3707,3707,204031072,Towong,97.41,high
POA3707,3707,205021080,Alps - East,0.0,low
POA3708,3708,204031072,Towong,100.0,high
POA3709,3709,204031072,Towong,100.0,high
POA3711,3711,204011054,Alexandra,100.0,high
POA3712,3712,204011054,Alexandra,100.0,high
POA3713,3713,204011054,Alexandra,99.7,high
POA3713,3713,204011057,Mansfield (Vic.),0.3,low
POA3714,3714,204011054,Alexandra,100.0,high
POA3715,3715,204011057,Mansfield (Vic.),100.0,high
POA3717,3717,204011062,Yea,100.0,high
POA3718,3718,204011062,Yea,100.0,high
POA3719,3719,204011054,Alexandra,100.0,high
POA3720,3720,204011057,Mansfield (Vic.),100.0,high
POA3722,3722,204011057,Mansfield (Vic.),100.0,high
POA3723,3723,204011057,Mansfield (Vic.),98.19,high
POA3723,3723,204021067,Wangaratta Surrounds,1.36,low
POA3723,3723,204021064,Benalla Surrounds,0.37,low
POA3723,3723,204011061,Upper Yarra Valley,0.08,low
POA3723,3723,205051099,Alps - West,0.0,low
POA3725,3725,204021064,Benalla Surrounds,100.0,high
POA3726,3726,204021064,Benalla Surrounds,100.0,high
POA3727,3727,216021412,Moira,100.0,high
POA3728,3728,216021412,Moira,100.0,high
POA3730,3730,216021414,Yarrawonga,89.04,medium
POA3730,3730,216021412,Moira,10.96,low
POA3732,3732,204021067,Wangaratta Surrounds,100.0,high
POA3733,3733,204021067,Wangaratta Surrounds,100.0,high
POA3735,3735,204021067,Wangaratta Surrounds,100.0,high
POA3737,3737,204031071,Myrtleford,97.25,high
POA3737,3737,204031069,Bright - Mount Beauty,2.75,low
POA3738,3738,204031071,Myrtleford,100.0,high
POA3739,3739,204031071,Myrtleford,100.0,high
POA3740,3740,204031069,Bright - Mount Beauty,100.0,high
POA3741,3741,204031069,Bright - Mount Beauty,100.0,high
POA3744,3744,204031069,Bright - Mount Beauty,100.0,high
POA3746,3746,204021067,Wangaratta Surrounds,100.0,high
POA3747,3747,204031068,Beechworth,98.63,high
POA3747,3747,204021067,Wangaratta Surrounds,1.37,low
POA3749,3749,204031075,Yackandandah,100.0,high
POA3750,3750,209041437,Wollert,100.0,high
POA3751,3751,209041225,Whittlesea,100.0,high
POA3752,3752,209041435,South Morang - North,50.33,low
POA3752,3752,209041436,South Morang - South,49.67,low
POA3753,3753,209041224,Wallan,91.46,high
POA3753,3753,209041225,Whittlesea,8.54,low
POA3754,3754,209041527,Doreen - North,32.21,low
POA3754,3754,209041532,Mernda - South,23.63,low
POA3754,3754,209041531,Mernda - North,22.74,low
POA3754,3754,209041528,Doreen - South,20.71,low
POA3754,3754,209031212,Panton Hill - St Andrews,0.7,low
POA3755,3755,209041225,Whittlesea,100.0,high
POA3756,3756,209041224,Wallan,96.85,high
POA3756,3756,210021235,Romsey,3.15,low
POA3757,3757,209041225,Whittlesea,79.91,medium
POA3757,3757,209031211,Kinglake,20.09,low
POA3757,3757,209031212,Panton Hill - St Andrews,0.0,low
POA3758,3758,209041224,Wallan,100.0,high
POA3759,3759,209031212,Panton Hill - St Andrews,100.0,high
POA3760,3760,209031212,Panton Hill - St Andrews,100.0,high
POA3761,3761,209031212,Panton Hill - St Andrews,100.0,high
POA3762,3762,209041224,Wallan,96.6,high
POA3762,3762,210021235,Romsey,3.4,low
POA3763,3763,209031211,Kinglake,100.0,high
POA3763,3763,209031212,Panton Hill - St Andrews,0.0,low
POA3764,3764,204011056,Kilmore - Broadford,98.0,high
POA3764,3764,204011060,Seymour Surrounds,2.0,low
POA3765,3765,211051280,Montrose,100.0,high
POA3765,3765,211051282,Mount Dandenong - Olinda,0.0,low
POA3766,3766,211051282,Mount Dandenong - Olinda,96.41,high
POA3766,3766,211051280,Montrose,3.59,low
POA3767,3767,211051282,Mount Dandenong - Olinda,100.0,high
POA3770,3770,211051278,Lilydale - Coldstream,70.45,medium
POA3770,3770,211051285,Wandin - Seville,29.55,low
POA3775,3775,211051276,Healesville - Yarra Glen,91.06,high
POA3775,3775,209031212,Panton Hill - St Andrews,8.94,low
POA3777,3777,211051276,Healesville - Yarra Glen,94.78,high
POA3777,3777,209031211,Kinglake,5.22,low
POA3777,3777,211051286,Yarra Valley,0.0,low
POA3778,3778,204011054,Alexandra,99.98,high
POA3778,3778,211051276,Healesville - Yarra Glen,0.01,low
POA3778,3778,211051286,Yarra Valley,0.01,low
POA3779,3779,204011054,Alexandra,100.0,high
POA3779,3779,204011061,Upper Yarra Valley,0.0,low
POA3781,3781,212011289,Emerald - Cockatoo,100.0,high
POA3782,3782,212011289,Emerald - Cockatoo,88.92,medium
POA3782,3782,211051279,Monbulk - Silvan,11.08,low
POA3783,3783,212011289,Emerald - Cockatoo,100.0,high
POA3785,3785,211051282,Mount Dandenong - Olinda,100.0,high
POA3786,3786,211051282,Mount Dandenong - Olinda,100.0,high
POA3786,3786,211051284,Upwey - Tecoma,0.0,low
POA3787,3787,211051282,Mount Dandenong - Olinda,100.0,high
POA3788,3788,211051282,Mount Dandenong - Olinda,100.0,high
POA3789,3789,211051282,Mount Dandenong - Olinda,100.0,high
POA3791,3791,211051282,Mount Dandenong - Olinda,100.0,high
POA3792,3792,211051282,Mount Dandenong - Olinda,100.0,high
POA3793,3793,211051279,Monbulk - Silvan,99.02,high
POA3793,3793,211051282,Mount Dandenong - Olinda,0.98,low
POA3795,3795,211051279,Monbulk - Silvan,100.0,high
POA3795,3795,211051282,Mount Dandenong - Olinda,0.0,low
POA3796,3796,211051283,Mount Evelyn,100.0,high
POA3797,3797,211051286,Yarra Valley,100.0,high
POA3799,3799,211051286,Yarra Valley,95.99,high
POA3799,3799,204011061,Upper Yarra Valley,4.01,low
POA3802,3802,212021454,Endeavour Hills - South,54.72,low
POA3802,3802,212021453,Endeavour Hills - North,45.28,low
POA3803,3803,212021297,Hallam,99.31,high
POA3803,3803,212021299,Narre Warren North,0.69,low
POA3803,3803,212021454,Endeavour Hills - South,0.0,low
POA3804,3804,212021299,Narre Warren North,85.73,medium
POA3804,3804,212021455,Narre Warren - North East,9.11,low
POA3804,3804,211051274,Belgrave - Selby,5.15,low
POA3805,3805,212031458,Narre Warren South - West,28.54,low
POA3805,3805,212021456,Narre Warren - South West,25.17,low
POA3805,3805,212031457,Narre Warren South - East,22.43,low
POA3805,3805,212021455,Narre Warren - North East,21.71,low
POA3805,3805,212021554,Berwick - South West,1.82,low
POA3805,3805,212021297,Hallam,0.34,low
POA3805,3805,212021293,Berwick - North,0.0,low
POA3806,3806,212021293,Berwick - North,44.71,low
POA3806,3806,212021553,Berwick - South East,33.64,low
POA3806,3806,212021554,Berwick - South West,19.91,low
POA3806,3806,212021299,Narre Warren North,1.75,low
POA3807,3807,212011546,Beaconsfield - Officer,93.25,high
POA3807,3807,212021553,Berwick - South East,6.75,low
POA3808,3808,212011289,Emerald - Cockatoo,100.0,high
POA3808,3808,212011546,Beaconsfield - Officer,0.0,low
POA3809,3809,212011546,Beaconsfield - Officer,83.87,medium
POA3809,3809,212011550,Pakenham - North West,10.08,low
POA3809,3809,212011548,Koo Wee Rup,6.05,low
POA3810,3810,212011552,Pakenham - South West,48.2,low
POA3810,3810,212011549,Pakenham - North East,27.73,low
POA3810,3810,212011551,Pakenham - South East,11.53,low
POA3810,3810,212011550,Pakenham - North West,9.91,low
POA3810,3810,212011289,Emerald - Cockatoo,2.16,low
POA3810,3810,212011548,Koo Wee Rup,0.48,low
POA3812,3812,212011547,Bunyip - Garfield,97.83,high
POA3812,3812,212011551,Pakenham - South East,1.33,low
POA3812,3812,212011549,Pakenham - North East,0.84,low
POA3813,3813,212011547,Bunyip - Garfield,100.0,high
POA3814,3814,212011547,Bunyip - Garfield,100.0,high
POA3815,3815,212011547,Bunyip - Garfield,100.0,high
POA3816,3816,205011076,Drouin,96.24,high
POA3816,3816,212011547,Bunyip - Garfield,3.76,low
POA3818,3818,205011076,Drouin,95.84,high
POA3818,3818,205011077,Mount Baw Baw Region,3.37,low
POA3818,3818,205011079,Warragul,0.79,low
POA3820,3820,205011079,Warragul,100.0,high
POA3821,3821,205011079,Warragul,56.52,low
POA3821,3821,205011077,Mount Baw Baw Region,37.6,low
POA3821,3821,205011078,Trafalgar (Vic.),5.88,low
POA3822,3822,205011079,Warragul,100.0,high
POA3823,3823,205011078,Trafalgar (Vic.),100.0,high
POA3823,3823,205031090,Leongatha,0.0,low
POA3824,3824,205011078,Trafalgar (Vic.),100.0,high
POA3825,3825,205041095,Moe - Newborough,82.06,medium
POA3825,3825,205011077,Mount Baw Baw Region,10.55,low
POA3825,3825,205041098,Yallourn North - Glengarry,7.14,low
POA3825,3825,205011078,Trafalgar (Vic.),0.26,low
POA3825,3825,205051101,Maffra,0.0,low
POA3831,3831,205011077,Mount Baw Baw Region,100.0,high
POA3832,3832,205011077,Mount Baw Baw Region,100.0,high
POA3833,3833,205011077,Mount Baw Baw Region,100.0,high
POA3833,3833,204011061,Upper Yarra Valley,0.0,low
POA3835,3835,205011078,Trafalgar (Vic.),100.0,high
POA3840,3840,205041096,Morwell,83.8,medium
POA3840,3840,205041094,Churchill,16.2,low
POA3842,3842,205041094,Churchill,100.0,high
POA3844,3844,205041494,Traralgon - West,53.97,low
POA3844,3844,205041493,Traralgon - East,38.51,low
POA3844,3844,205041094,Churchill,3.37,low
POA3844,3844,205041098,Yallourn North - Glengarry,2.85,low
POA3844,3844,205051104,Yarram,1.02,low
POA3844,3844,205051102,Rosedale,0.28,low
POA3844,3844,205041096,Morwell,0.0,low
POA3847,3847,205051102,Rosedale,93.66,high
POA3847,3847,205051104,Yarram,6.34,low
POA3850,3850,205051103,Sale,98.6,high
POA3850,3850,205051100,Longford - Loch Sport,1.4,low
POA3851,3851,205051100,Longford - Loch Sport,68.96,medium
POA3851,3851,205051102,Rosedale,18.48,low
POA3851,3851,205051101,Maffra,9.37,low
POA3851,3851,205051104,Yarram,2.51,low
POA3851,3851,205051103,Sale,0.69,low
POA3852,3852,205051100,Longford - Loch Sport,100.0,high
POA3854,3854,205041098,Yallourn North - Glengarry,83.66,medium
POA3854,3854,205051102,Rosedale,16.34,low
POA3856,3856,205041098,Yallourn North - Glengarry,91.6,high
POA3856,3856,205051102,Rosedale,8.4,low
POA3857,3857,205051102,Rosedale,78.73,medium
POA3857,3857,205041098,Yallourn North - Glengarry,19.24,low
POA3857,3857,205051101,Maffra,2.03,low
POA3858,3858,205051101,Maffra,80.99,medium
POA3858,3858,205051102,Rosedale,18.5,low
POA3858,3858,205051099,Alps - West,0.52,low
POA3858,3858,204011057,Mansfield (Vic.),0.0,low
POA3859,3859,205051101,Maffra,100.0,high
POA3860,3860,205051101,Maffra,100.0,high
POA3860,3860,205051099,Alps - West,0.0,low
POA3862,3862,205051101,Maffra,91.08,high
POA3862,3862,205051100,Longford - Loch Sport,5.36,low
POA3862,3862,205021082,Bruthen - Omeo,3.27,low
POA3862,3862,205051099,Alps - West,0.28,low
POA3862,3862,204031069,Bright - Mount Beauty,0.0,low
POA3862,3862,205021086,Paynesville,0.0,low
POA3864,3864,205021082,Bruthen - Omeo,100.0,high
POA3865,3865,205021082,Bruthen - Omeo,100.0,high
POA3869,3869,205041094,Churchill,100.0,high
POA3870,3870,205041094,Churchill,99.7,high
POA3870,3870,205051104,Yarram,0.3,low
POA3871,3871,205031090,Leongatha,92.17,high
POA3871,3871,205011078,Trafalgar (Vic.),2.99,low
POA3871,3871,205041094,Churchill,2.79,low
POA3871,3871,205031087,Foster,2.04,low
POA3873,3873,205051102,Rosedale,100.0,high
POA3874,3874,205051104,Yarram,100.0,high
POA3875,3875,205021081,Bairnsdale,78.36,medium
POA3875,3875,205021082,Bruthen - Omeo,14.42,low
POA3875,3875,205021086,Paynesville,7.22,low
POA3875,3875,205021083,Lake King,0.0,low
POA3878,3878,205021086,Paynesville,100.0,high
POA3880,3880,205021086,Paynesville,99.66,high
POA3880,3880,205051100,Longford - Loch Sport,0.34,low
POA3880,3880,205021083,Lake King,0.0,low
POA3882,3882,205021082,Bruthen - Omeo,100.0,high
POA3882,3882,205021083,Lake King,0.0,low
POA3885,3885,205021082,Bruthen - Omeo,76.98,medium
POA3885,3885,205021085,Orbost,23.01,low
POA3885,3885,205021080,Alps - East,0.0,low
POA3885,3885,205021084,Lakes Entrance,0.0,low
POA3886,3886,205021085,Orbost,100.0,high
POA3887,3887,205021085,Orbost,100.0,high
POA3888,3888,205021085,Orbost,100.0,high
POA3889,3889,205021085,Orbost,100.0,high
POA3890,3890,205021085,Orbost,100.0,high
POA3891,3891,205021085,Orbost,100.0,high
POA3892,3892,205021085,Orbost,100.0,high
POA3893,3893,205021082,Bruthen - Omeo,100.0,high
POA3895,3895,205021082,Bruthen - Omeo,100.0,high
POA3896,3896,205021082,Bruthen - Omeo,99.99,high
POA3896,3896,205021080,Alps - East,0.01,low
POA3898,3898,205021082,Bruthen - Omeo,81.22,medium
POA3898,3898,204031069,Bright - Mount Beauty,18.78,low
POA3900,3900,205021082,Bruthen - Omeo,99.99,high
POA3900,3900,205021080,Alps - East,0.01,low
POA3902,3902,205021082,Bruthen - Omeo,100.0,high
POA3903,3903,205021084,Lakes Entrance,100.0,high
POA3904,3904,205021084,Lakes Entrance,100.0,high
POA3904,3904,205021083,Lake King,0.0,low
POA3909,3909,205021084,Lakes Entrance,96.39,high
POA3909,3909,205021085,Orbost,3.61,low
POA3909,3909,205051100,Longford - Loch Sport,0.0,low
POA3910,3910,214011374,Langwarrin,100.0,high
POA3911,3911,214021385,Somerville,61.42,medium
POA3911,3911,214011374,Langwarrin,38.58,low
POA3912,3912,214021385,Somerville,76.17,medium
POA3912,3912,212031308,Pearcedale - Tooradin,23.83,low
POA3913,3913,214021385,Somerville,100.0,high
POA3915,3915,214021379,Hastings - Somers,96.68,high
POA3915,3915,214021378,Flinders,3.32,low
POA3916,3916,214021378,Flinders,100.0,high
POA3918,3918,214021379,Hastings - Somers,100.0,high
POA3919,3919,214021379,Hastings - Somers,100.0,high
POA3920,3920,214021379,Hastings - Somers,100.0,high
POA3921,3921,205031088,French Island,100.0,high
POA3922,3922,205031091,Phillip Island,100.0,high
POA3923,3923,205031091,Phillip Island,100.0,high
POA3925,3925,205031091,Phillip Island,62.46,medium
POA3925,3925,205031093,Wonthaggi - Inverloch,37.54,low
POA3926,3926,214021379,Hastings - Somers,87.73,medium
POA3926,3926,214021378,Flinders,12.27,low
POA3927,3927,214021379,Hastings - Somers,100.0,high
POA3928,3928,214021378,Flinders,100.0,high
POA3929,3929,214021378,Flinders,100.0,high
POA3930,3930,214021381,Mount Eliza,100.0,high
POA3931,3931,214021591,Mornington - East,58.89,low
POA3931,3931,214021592,Mornington - West,41.11,low
POA3933,3933,214021385,Somerville,100.0,high
POA3934,3934,214021382,Mount Martha,100.0,high
POA3936,3936,214021377,Dromana,100.0,high
POA3937,3937,214021378,Flinders,100.0,high
POA3938,3938,214021384,Rosebud - McCrae,100.0,high
POA3939,3939,214021384,Rosebud - McCrae,90.47,high
POA3939,3939,214021378,Flinders,5.57,low
POA3939,3939,214021383,Point Nepean,3.96,low
POA3940,3940,214021384,Rosebud - McCrae,100.0,high
POA3941,3941,214021383,Point Nepean,100.0,high
POA3942,3942,214021383,Point Nepean,100.0,high
POA3943,3943,214021383,Point Nepean,100.0,high
POA3944,3944,214021383,Point Nepean,100.0,high
POA3945,3945,205031089,Korumburra,76.06,medium
POA3945,3945,205031093,Wonthaggi - Inverloch,23.94,low
POA3946,3946,205031089,Korumburra,100.0,high
POA3950,3950,205031089,Korumburra,100.0,high
POA3951,3951,205031089,Korumburra,94.86,high
POA3951,3951,205031090,Leongatha,5.14,low
POA3953,3953,205031090,Leongatha,100.0,high
POA3954,3954,205031090,Leongatha,100.0,high
POA3956,3956,205031087,Foster,97.05,high
POA3956,3956,205031090,Leongatha,2.95,low
POA3957,3957,205031087,Foster,100.0,high
POA3958,3958,205031087,Foster,100.0,high
POA3959,3959,205031087,Foster,100.0,high
POA3960,3960,205031087,Foster,99.4,high
POA3960,3960,205031092,Wilsons Promontory,0.6,low
POA3962,3962,205031087,Foster,95.93,high
POA3962,3962,205051104,Yarram,4.07,low
POA3964,3964,205031087,Foster,100.0,high
POA3965,3965,205031087,Foster,100.0,high
POA3966,3966,205031087,Foster,79.92,medium
POA3966,3966,205051104,Yarram,20.08,low
POA3967,3967,205031087,Foster,77.91,medium
POA3967,3967,205051104,Yarram,22.09,low
POA3971,3971,205051104,Yarram,100.0,high
POA3971,3971,205041094,Churchill,0.0,low
POA3975,3975,212031306,Lynbrook - Lyndhurst,99.92,high
POA3975,3975,212041564,Dandenong - South,0.08,low
POA3976,3976,212031562,Hampton Park - West,51.27,low
POA3976,3976,212031561,Hampton Park - East,48.73,low
POA3977,3977,212031304,Cranbourne West,18.37,low
POA3977,3977,212031300,Cranbourne,18.12,low
POA3977,3977,212031557,Cranbourne East - North,13.23,low
POA3977,3977,214011376,Skye - Sandhurst,11.37,low
POA3977,3977,212031559,Cranbourne North - East,10.88,low
POA3977,3977,212031560,Cranbourne North - West,10.18,low
POA3977,3977,212031303,Cranbourne South,9.38,low
POA3977,3977,212031558,Cranbourne East - South,7.82,low
POA3977,3977,212031308,Pearcedale - Tooradin,0.65,low
POA3978,3978,212031556,Clyde North - South,34.27,low
POA3978,3978,212031555,Clyde North - North,24.38,low
POA3978,3978,212031557,Cranbourne East - North,18.36,low
POA3978,3978,212031303,Cranbourne South,14.96,low
POA3978,3978,212031558,Cranbourne East - South,7.25,low
POA3978,3978,212011548,Koo Wee Rup,0.79,low
POA3979,3979,205031093,Wonthaggi - Inverloch,100.0,high
POA3980,3980,212031308,Pearcedale - Tooradin,99.41,high
POA3980,3980,212011548,Koo Wee Rup,0.59,low
POA3981,3981,212011548,Koo Wee Rup,97.64,high
POA3981,3981,205011076,Drouin,1.5,low
POA3981,3981,212011547,Bunyip - Garfield,0.86,low
POA3984,3984,205031093,Wonthaggi - Inverloch,60.84,medium
POA3984,3984,212011548,Koo Wee Rup,38.97,low
POA3984,3984,205031089,Korumburra,0.19,low
POA3987,3987,205031089,Korumburra,96.54,high
POA3987,3987,212011548,Koo Wee Rup,3.46,low
POA3988,3988,205031089,Korumburra,92.21,high
POA3988,3988,205011079,Warragul,7.79,low
POA3990,3990,205031093,Wonthaggi - Inverloch,100.0,high
POA3991,3991,205031093,Wonthaggi - Inverloch,100.0,high
POA3992,3992,205031093,Wonthaggi - Inverloch,100.0,high
POA3995,3995,205031093,Wonthaggi - Inverloch,100.0,high
POA3996,3996,205031093,Wonthaggi - Inverloch,98.78,high
POA3996,3996,205031087,Foster,1.22,low
