sal_code_2021,sal_name_2021
SAL20987,Germantown (Vic.)
SAL20988,Gerrigerrup
SAL20989,Gherang
SAL20990,Gheringhap
SAL20991,Ghin Ghin
SAL20992,Giffard
SAL20993,Giffard West
SAL20994,Gil Gil
SAL20995,Gilderoy
SAL20996,Gillieston
SAL20997,Gillum
SAL20998,Gipsy Point
SAL20999,Girgarre
SAL21000,Girgarre East
SAL21001,Gisborne
SAL21002,Gisborne South
SAL21003,Gladfield (Vic.)
SAL21004,Gladstone Park
SAL21005,Gladysdale
SAL21006,Glen Alvie
SAL21007,Glen Creek
SAL21008,Glen Forbes
SAL21009,Glen Huntly
SAL21010,Glen Iris (Vic.)
SAL21011,Glen Park
SAL21012,Glen Valley
SAL21013,Glen Waverley
SAL21014,Glen Wills
SAL21015,Glenaire
SAL21016,Glenaladale
SAL21017,Glenalbyn
SAL21018,Glenaroua
SAL21019,Glenbrae
SAL21020,Glenburn
SAL21021,Glendaruel
SAL21022,Glendonald
SAL21023,Glenfalloch
SAL21024,Glenfyne
SAL21025,Glengarry (Vic.)
SAL21026,Glengarry North
SAL21027,Glengarry West
SAL21028,Glengower
SAL21029,Glenhope
SAL21030,Glenhope East
SAL21031,Glenisla
SAL21032,Glenlee (Vic.)
SAL21033,Glenlofty
SAL21034,Glenlogie
SAL21035,Glenloth
SAL21036,Glenloth East
SAL21037,Glenluce
SAL21038,Glenlyon (Vic.)
SAL21039,Glenmaggie
SAL21040,Glenmore (Vic.)
SAL21041,Glenorchy (Vic.)
SAL21042,Glenormiston North
SAL21043,Glenormiston South
SAL21044,Glenpatrick
SAL21045,Glenrowan
SAL21046,Glenrowan West
SAL21047,Glenroy (Vic.)
SAL21048,Glenthompson
SAL21049,Glomar Beach
SAL21050,Gnarwarre
SAL21051,Gnotuk
SAL21052,Gobarup
SAL21053,Gobur
SAL21054,Golden Beach (Vic.)
SAL21055,Golden Gully
SAL21056,Golden Point (Ballarat - Vic.)
SAL21057,Golden Point (Mount Alexander - Vic.)
SAL21058,Golden Square
SAL21059,Goldie
SAL21060,Goldsborough (Vic.)
SAL21061,Gong Gong
SAL21062,Gonn Crossing
SAL21063,Goomalibee
SAL21064,Goon Nure
SAL21065,Goongerah
SAL21066,Gooram
SAL21067,Gooramadda
SAL21068,Goorambat
SAL21069,Goornong
SAL21070,Gooroc
SAL21071,Gorae
SAL21072,Gorae West
SAL21073,Gordon (Vic.)
SAL21074,Gormandale
SAL21075,Goroke
SAL21076,Goschen
SAL21077,Goughs Bay
SAL21078,Goulburn Weir
SAL21079,Gowanbrae
SAL21080,Gowanford
SAL21081,Gowangardie
SAL21082,Gowar East
SAL21083,Gower
SAL21084,Grahamvale
SAL21085,Grampians
SAL21086,Grand Ridge
SAL21087,Grangefields
SAL21088,Granite Rock
SAL21089,Grantville
SAL21090,Granya
SAL21091,Grassdale (Vic.)
SAL21092,Grassmere
SAL21093,Grays Bridge
SAL21094,Graytown
SAL21095,Gre Gre
SAL21096,Gre Gre North
SAL21097,Gre Gre South
SAL21098,Great Western
SAL21099,Gredgwin
SAL21100,Green Gully (Vic.)
SAL21101,Greendale (Vic.)
SAL21102,Greenhill (Vic.)
SAL21103,Greens Creek (Vic.)
SAL21104,Greensborough
SAL21105,Greenvale (Vic.)
SAL21106,Greenwald
SAL21107,Grenville
SAL21108,Greta (Vic.)
SAL21109,Greta South
SAL21110,Greta West
SAL21111,Grey River
SAL21112,Gringegalgona
SAL21113,Gritjurk
SAL21114,Grovedale
SAL21115,Gruyere
SAL21116,Guildford (Vic.)
SAL21117,Gunbower
SAL21118,Gundowring
SAL21119,Gunyah
SAL21120,Guys Forest
SAL21121,Guys Hill
SAL21122,Gymbowen
SAL21123,Haddon
SAL21124,Hadfield
SAL21125,Hallam
SAL21126,Hallora
SAL21127,Halls Gap
SAL21128,Hallston
SAL21129,Hamilton (Vic.)
SAL21130,Hamlyn Heights
SAL21131,Hampton (Vic.)
SAL21132,Hampton East
SAL21133,Hampton Park
SAL21134,Hansonville
SAL21135,Happy Valley (Golden Plains - Vic.)
SAL21136,Happy Valley (Swan Hill - Vic.)
SAL21137,Harcourt
SAL21138,Harcourt North
SAL21139,Harkaway
SAL21140,Harkness
SAL21141,Harmers Haven
SAL21142,Harrietville
SAL21143,Harrow
SAL21144,Harston
SAL21145,Hastings (Vic.)
SAL21146,Hattah
SAL21147,Havelock
SAL21148,Haven
SAL21149,Havilah (Vic.)
SAL21150,Hawkesdale
SAL21151,Hawkhurst
SAL21152,Hawthorn (Vic.)
SAL21153,Hawthorn East
SAL21154,Hazel Park
SAL21155,Hazelwood
SAL21156,Hazelwood North
SAL21157,Hazelwood South
SAL21158,Healesville
SAL21159,Heath Hill
SAL21160,Heathcote (Vic.)
SAL21161,Heathcote Junction
SAL21162,Heathcote South
SAL21163,Heatherton
SAL21164,Heathmere
SAL21165,Heathmont
SAL21166,Hedley
SAL21167,Heidelberg
SAL21168,Heidelberg Heights
SAL21169,Heidelberg West
SAL21170,Hensley Park
SAL21171,Henty (Vic.)
SAL21172,Hepburn
SAL21173,Hepburn Springs
SAL21174,Herne Hill (Vic.)
SAL21175,Hernes Oak
SAL21176,Hesket
SAL21177,Hesse
SAL21178,Hexham (Vic.)
SAL21179,Heyfield
SAL21180,Heytesbury Lower
SAL21181,Heywood
SAL21182,Hiamdale
SAL21183,Hiawatha
SAL21184,High Camp
SAL21185,Highett
SAL21186,Highlands
SAL21187,Highton
SAL21188,Hilgay
SAL21189,Hill End (Vic.)
SAL21190,Hillcrest (Vic.)
SAL21191,Hilldene
SAL21192,Hillside (East Gippsland - Vic.)
SAL21193,Hillside (Melton - Vic.)
SAL21194,Hinnomunjie
SAL21195,Hmas Cerberus
SAL21196,Hoddles Creek
SAL21197,Hollands Landing
SAL21198,Homebush (Vic.)
SAL21199,Homerton
SAL21200,Homewood
SAL21201,Hopetoun (Vic.)
SAL21202,Hopetoun Park
SAL21203,Hoppers Crossing
SAL21204,Hordern Vale
SAL21205,Horfield
SAL21206,Horsham
SAL21207,Hotham Heights
SAL21208,Hotspur
SAL21209,Howes Creek
SAL21210,Howitt Plains
SAL21211,Howqua
SAL21212,Howqua Hills
SAL21213,Howqua Inlet
SAL21214,Hughesdale
SAL21215,Humevale
SAL21216,Hunter
SAL21217,Hunterston
SAL21218,Huntingdale (Vic.)
SAL21219,Huntly
SAL21220,Huntly North
SAL21221,Huon
SAL21222,Huon Creek
SAL21223,Hurstbridge
SAL21224,Icy Creek
SAL21225,Iguana Creek
SAL21226,Illabarook
SAL21227,Illawarra
SAL21228,Illowa
SAL21229,Indented Head
SAL21230,Indigo Valley
SAL21231,Inglewood (Vic.)
SAL21232,Ingliston
SAL21233,Invergordon (Vic.)
SAL21234,Inverleigh
SAL21235,Inverloch
SAL21236,Invermay (Vic.)
SAL21237,Invermay Park
SAL21238,Iona
SAL21239,Iraak
SAL21240,Irishtown (Vic.)
SAL21241,Ironbark (Vic.)
SAL21242,Irrewarra
SAL21243,Irrewillipe
SAL21244,Irrewillipe East
SAL21245,Irymple (Vic.)
SAL21246,Ivanhoe (Vic.)
SAL21247,Ivanhoe East
SAL21248,Jacana
SAL21249,Jack River
SAL21250,Jackass Flat
SAL21251,Jacob Creek
SAL21252,Jam Jerrup
SAL21253,Jamieson (Vic.)
SAL21254,Jan Juc
SAL21255,Jancourt
SAL21256,Jancourt East
SAL21257,Jarklin
SAL21258,Jarrahmond
SAL21259,Jarvis Creek
SAL21260,Jeeralang
SAL21261,Jeeralang Junction
SAL21262,Jeetho
SAL21263,Jeffcott
SAL21264,Jeffcott North
SAL21265,Jeparit
SAL21266,Jericho (Vic.)
SAL21267,Jeruk
SAL21268,Jil Jil
SAL21269,Jindivick
SAL21270,Joel Joel
SAL21271,Joel South
SAL21272,Johanna
SAL21273,Johnsonville
SAL21274,Joyces Creek
SAL21275,Jumbuk
SAL21276,Jumbunna
SAL21277,Junction Village
SAL21278,Jungaburra
SAL21279,Junortoun
SAL21280,Kaarimba
SAL21281,Kadnook
SAL21282,Kalimna
SAL21283,Kalimna West
SAL21284,Kalkallo
SAL21285,Kalkee
SAL21286,Kallista
SAL21287,Kalorama
SAL21288,Kalpienung
SAL21289,Kamarooka
SAL21290,Kamarooka North
SAL21291,Kanagulk
SAL21292,Kancoona
SAL21293,Kangaroo Flat (Vic.)
SAL21294,Kangaroo Ground
SAL21295,Kaniva
SAL21296,Kanumbra
SAL21297,Kanya
SAL21298,Kanyapella
SAL21299,Karabeal
SAL21300,Kardella
SAL21301,Kardella South
SAL21302,Kariah
SAL21303,Karnak
SAL21304,Karramomus
SAL21305,Karyrie
SAL21306,Katamatite
SAL21307,Katamatite East
SAL21308,Katandra
SAL21309,Katandra West
SAL21310,Katunga
SAL21311,Kawarren
SAL21312,Kealba
SAL21313,Keely
SAL21314,Keilor
SAL21315,Keilor Downs
SAL21316,Keilor East
SAL21317,Keilor Lodge
SAL21318,Keilor North
SAL21319,Keilor Park
SAL21320,Kellalac
SAL21321,Kelvin View
SAL21322,Kenley
SAL21323,Kenmare (Vic.)
SAL21324,Kennedys Creek
SAL21325,Kennett River
SAL21326,Kennington
SAL21327,Kensington (Vic.)
SAL21328,Kerang
SAL21329,Kerang East
SAL21330,Kergunyah
SAL21331,Kergunyah South
SAL21332,Kernot
SAL21333,Kerrie
SAL21334,Kerrisdale
SAL21335,Kevington
SAL21336,Kew (Vic.)
SAL21337,Kew East
SAL21338,Kewell
SAL21339,Keysborough
SAL21340,Kialla
SAL21341,Kialla East
SAL21342,Kialla West
SAL21343,Kiata
SAL21344,Kiewa
SAL21345,Kilcunda
SAL21346,Killara (Glenelg - Vic.)
SAL21347,Killara (Wodonga - Vic.)
SAL21348,Killarney (Vic.)
SAL21349,Killawarra (Vic.)
SAL21350,Killingworth (Vic.)
SAL21351,Kilmany
SAL21352,Kilmore
SAL21353,Kilmore East
SAL21354,Kilsyth
SAL21355,Kilsyth South
SAL21356,Kimbolton (Vic.)
SAL21357,King Valley
SAL21358,Kinglake
SAL21359,Kinglake Central
SAL21360,Kinglake West
SAL21361,Kingower
SAL21362,Kings Park (Vic.)
SAL21363,Kingsbury
SAL21364,Kingston (Vic.)
SAL21365,Kingsville
SAL21366,Kinnabulla
SAL21367,Kinypanial
SAL21368,Kirkstall
SAL21369,Kirwans Bridge
SAL21370,Kithbrook
SAL21371,Knebsworth
SAL21372,Knockwood
SAL21373,Knowsley
SAL21374,Knoxfield
SAL21375,Koallah
SAL21376,Koetong
SAL21377,Kolora
SAL21378,Kongwak
SAL21379,Konongwootong
SAL21380,Koo Wee Rup
SAL21381,Koo Wee Rup North
SAL21382,Kooloonong
SAL21383,Koonda
SAL21384,Koondrook
SAL21385,Koonoomoo
SAL21386,Koonwarra
SAL21387,Kooreh
SAL21388,Koorlong
SAL21389,Koornalla
SAL21390,Kooroocheang
SAL21391,Koorool
SAL21392,Koorooman
SAL21393,Kooyong
SAL21394,Koriella
SAL21395,Korobeit
SAL21396,Koroit
SAL21397,Korong Vale
SAL21398,Koroop
SAL21399,Korumburra
SAL21400,Korumburra South
SAL21401,Korweinguboora
SAL21402,Kotta
SAL21403,Kotupna
SAL21404,Koyuga
SAL21405,Krowera
SAL21406,Kulwin (Vic.)
SAL21407,Kunat
SAL21408,Kurraca
SAL21409,Kurraca West
SAL21410,Kurting
SAL21411,Kurunjang
SAL21412,Kyabram
SAL21413,Kyabram South
SAL21414,Kyneton
SAL21415,Kyneton South
SAL21416,Kyvalley
SAL21417,Laanecoorie
SAL21418,Laang
SAL21419,Labertouche
SAL21420,Laceby
SAL21421,Ladys Pass
SAL21422,Laen
SAL21423,Laen East
SAL21424,Laen North
SAL21425,Lah
SAL21426,Laharum
SAL21427,Lake Boga
SAL21428,Lake Bolac
SAL21429,Lake Bunga
SAL21430,Lake Charm
SAL21431,Lake Condah
SAL21432,Lake Eildon
SAL21433,Lake Eppalock
SAL21434,Lake Fyans
SAL21435,Lake Gardens
SAL21436,Lake Goldsmith
SAL21437,Lake Lonsdale
SAL21438,Lake Marmal
SAL21439,Lake Meran
SAL21440,Lake Mundi
SAL21441,Lake Powell
SAL21442,Lake Rowan
SAL21443,Lake Tyers
SAL21444,Lake Tyers Beach
SAL21445,Lake Tyrrell
SAL21446,Lake Wellington
SAL21447,Lake Wendouree
SAL21448,Lake Wongan
SAL21449,Lakes Entrance
SAL21450,Lal Lal
SAL21451,Lalbert
SAL21452,Lalor
SAL21453,Lamplough
SAL21454,Lancaster
SAL21455,Lance Creek
SAL21456,Lancefield
SAL21457,Landsborough (Vic.)
SAL21458,Landsborough West
SAL21459,Lang Lang
SAL21460,Lang Lang East
SAL21461,Langdons Hill
SAL21462,Langi Kal Kal
SAL21463,Langi Logan
SAL21464,Langkoop
SAL21465,Langley
SAL21466,Langsborough
SAL21467,Langwarrin
SAL21468,Langwarrin South
SAL21469,Lara
SAL21470,Lardner
SAL21471,Larpent
SAL21472,Lascelles
SAL21473,Launching Place
SAL21474,Lauriston
SAL21475,Lavers Hill
SAL21476,Laverton (Vic.)
SAL21477,Laverton North
SAL21478,Lawler
SAL21479,Lawloit
SAL21480,Lawrence (Vic.)
SAL21481,Leaghur
SAL21482,Learmonth (Vic.)
SAL21483,Ledcourt
SAL21484,Leichardt
SAL21485,Leigh Creek (Vic.)
SAL21486,Leitchville
SAL21487,Lemnos
SAL21488,Leneva
SAL21489,Leonards Hill
SAL21490,Leongatha
SAL21491,Leongatha North
SAL21492,Leongatha South
SAL21493,Leopold
SAL21494,Lerderderg
SAL21495,Leslie Manor
SAL21496,Lethbridge
SAL21497,Lexton
SAL21498,Licola
SAL21499,Licola North
SAL21500,Lillico (Vic.)
SAL21501,Lillicur
SAL21502,Lillimur
SAL21503,Lilliput
SAL21504,Lilydale (Vic.)
SAL21505,Lima
SAL21506,Lima East
SAL21507,Lima South
SAL21508,Limestone (Vic.)
SAL21509,Lindenow
SAL21510,Lindenow South
SAL21511,Lindsay
SAL21512,Lindsay Point
SAL21513,Linga
SAL21514,Linton
SAL21515,Liparoo
SAL21516,Lismore (Vic.)
SAL21517,Litchfield
SAL21518,Little Desert
SAL21519,Little Hampton
SAL21520,Little River (Vic.)
SAL21521,Llanelly
SAL21522,Llowalong
SAL21523,Loch
SAL21524,Loch Sport
SAL21525,Loch Valley
SAL21526,Lockington
SAL21527,Locksley (Vic.)
SAL21528,Lockwood
SAL21529,Lockwood South
SAL21530,Loddon Vale
SAL21531,Logan
SAL21532,Londrigan
SAL21533,Long Forest
SAL21534,Long Gully
SAL21535,Longerenong
SAL21536,Longford (Vic.)
SAL21537,Longlea
SAL21538,Longwarry
SAL21539,Longwarry North
SAL21540,Longwood (Vic.)
SAL21541,Longwood East
SAL21542,Lorne (Vic.)
SAL21543,Lorquon
SAL21544,Lovely Banks
SAL21545,Lower Moira
SAL21546,Lower Norton
SAL21547,Lower Plenty
SAL21548,Loy Yang
SAL21549,Lubeck
SAL21550,Lucas
SAL21551,Lucknow (Vic.)
SAL21552,Lucyvale
SAL21553,Lurg
SAL21554,Lynbrook
SAL21555,Lyndhurst (Vic.)
SAL21556,Lyons (Vic.)
SAL21557,Lyonville
SAL21558,Lysterfield
SAL21559,Lysterfield South
SAL21560,Macarthur (Vic.)
SAL21561,Macclesfield (Vic.)
SAL21562,Macedon
SAL21563,Macks Creek
SAL21564,Macleod (Vic.)
SAL21565,Macorna
SAL21566,Macorna North
SAL21567,Macs Cove
SAL21568,Madalya
SAL21569,Maddingley
SAL21570,Mafeking
SAL21571,Maffra (Vic.)
SAL21572,Maffra West Upper
SAL21573,Magpie
SAL21574,Maiden Gully
SAL21575,Maidstone
SAL21576,Mailors Flat
SAL21577,Main Lead
SAL21578,Main Ridge
SAL21579,Maindample
SAL21580,Maintongoon
SAL21581,Major Plains
SAL21582,Majorca
SAL21583,Maldon (Vic.)
SAL21584,Mallacoota
SAL21585,Malmsbury
SAL21586,Malvern (Vic.)
SAL21587,Malvern East
SAL21588,Mambourin
SAL21589,Manangatang
SAL21590,Mandurang
SAL21591,Mandurang South
SAL21592,Mangalore (Vic.)
SAL21593,Manifold Heights
SAL21594,Mannerim
SAL21595,Mannibadar
SAL21596,Manns Beach
SAL21597,Manor Lakes
SAL21598,Manorina
SAL21599,Mansfield (Vic.)
SAL21600,Maramingo Creek
SAL21601,Marcus Hill
SAL21602,Mardan
SAL21603,Marengo (Vic.)
SAL21604,Maribyrnong
SAL21605,Marionvale
SAL21606,Markwood
SAL21607,Marlbed
SAL21608,Marlo
SAL21609,Marnoo
SAL21610,Marnoo East
SAL21611,Marnoo West
SAL21612,Marong
SAL21613,Maroona
SAL21614,Marraweeney
SAL21615,Marshall
SAL21616,Marthavale
SAL21617,Marungi
SAL21618,Maryborough (Vic.)
SAL21619,Maryknoll
SAL21620,Marysville
SAL21621,Maryvale (Vic.)
SAL21622,Massey
SAL21623,Matlock
SAL21624,Maude (Vic.)
SAL21625,McCrae
SAL21626,McIntyre
SAL21627,McKenzie Creek
SAL21628,McKenzie Hill
SAL21629,McKinnon
SAL21630,McLoughlins Beach
SAL21631,McMahons Creek
SAL21632,McMillans
SAL21633,Mead
SAL21634,Meadow Creek
SAL21635,Meadow Heights
SAL21636,Meatian
SAL21637,Meeniyan
SAL21638,Meering West
SAL21639,Meerlieu
SAL21640,Melbourne
SAL21641,Melbourne Airport
SAL21642,Melton (Vic.)
SAL21643,Melton South
SAL21644,Melton West
SAL21645,Melville Forest
SAL21646,Melwood
SAL21647,Mena Park
SAL21648,Mentone
SAL21649,Menzies Creek
SAL21650,Mepunga
SAL21651,Mepunga East
SAL21652,Mepunga West
SAL21653,Merbein
SAL21654,Merbein South
SAL21655,Merbein West
SAL21656,Meredith
SAL21657,Meringur
SAL21658,Merino
SAL21659,Mernda
SAL21660,Merriang
SAL21661,Merriang South
SAL21662,Merricks
SAL21663,Merricks Beach
SAL21664,Merricks North
SAL21665,Merrigum
SAL21666,Merrijig (East Gippsland - Vic.)
SAL21667,Merrijig (Mansfield - Vic.)
SAL21668,Merrimu
SAL21669,Merrinee
SAL21670,Merton
SAL21671,Metcalfe
SAL21672,Metcalfe East
SAL21673,Metung
SAL21674,Mia Mia (Vic.)
SAL21675,Mickleham
SAL21676,Middle Creek
SAL21677,Middle Park (Vic.)
SAL21678,Middle Tarwin
SAL21679,Miepoll
SAL21680,Miga Lake
SAL21681,Milawa
SAL21682,Mildura
SAL21683,Mill Park
SAL21684,Millbrook (Vic.)
SAL21685,Millgrove
SAL21686,Milloo
SAL21687,Milltown
SAL21688,Milnes Bridge
SAL21689,Mincha
SAL21690,Mincha West
SAL21691,Miners Rest
SAL21692,Mingay
SAL21693,Minhamite
SAL21694,Minimay
SAL21695,Mininera
SAL21696,Minjah
SAL21697,Minmindie
SAL21698,Minyip
SAL21699,Miowera
SAL21700,Miralie
SAL21701,Miram
SAL21702,Mirboo
SAL21703,Mirboo North
SAL21704,Mirimbah
SAL21705,Mirranatwa
SAL21706,Mitcham (Vic.)
SAL21707,Mitchell Park (Vic.)
SAL21708,Mitchellstown
SAL21709,Mitiamo
SAL21710,Mitre
SAL21711,Mitta Mitta
SAL21712,Mittyack
SAL21713,Mockinya
SAL21714,Modella
SAL21715,Modewarre
SAL21716,Moe
SAL21717,Moe South
SAL21718,Moggs Creek
SAL21719,Moglonemby
SAL21720,Mokepilly
SAL21721,Molesworth (Vic.)
SAL21722,Moliagul
SAL21723,Molka
SAL21724,Mollongghip
SAL21725,Mologa
SAL21726,Molyullah
SAL21727,Monbulk
SAL21728,Monegeetta
SAL21729,Mongans Bridge
SAL21730,Monomak
SAL21731,Monomeith
SAL21732,Mont Albert
SAL21733,Mont Albert North
SAL21734,Montgomery
SAL21735,Montmorency
SAL21736,Montrose (Vic.)
SAL21737,Moolap
SAL21738,Moolerr
SAL21739,Moolort
SAL21740,Moonambel
SAL21741,Moondarra
SAL21742,Moonee Ponds
SAL21743,Moonlight Flat (Central Goldfields - Vic.)
SAL21744,Moonlight Flat (Mount Alexander - Vic.)
SAL21745,Moora (Vic.)
SAL21746,Moorabbin
SAL21747,Moorabbin Airport
SAL21748,Moorabool
SAL21749,Mooralla
SAL21750,Moorilim
SAL21751,Moormbool West
SAL21752,Moornapa
SAL21753,Moorngag
SAL21754,Moorooduc
SAL21755,Mooroolbark
SAL21756,Mooroopna
SAL21757,Mooroopna North
SAL21758,Mooroopna North West
SAL21759,Moranding
SAL21760,Mordialloc
SAL21761,Morgiana
SAL21762,Moriac
SAL21763,Mornington (Vic.)
SAL21764,Moroka
SAL21765,Morrisons
SAL21766,Morrl Morrl
SAL21767,Mortlake (Vic.)
SAL21768,Morton Plains
SAL21769,Morwell
SAL21770,Mossiface
SAL21771,Mount Alfred
SAL21772,Mount Beauty
SAL21773,Mount Beckworth
SAL21774,Mount Best
SAL21775,Mount Bolton
SAL21776,Mount Bruno
SAL21777,Mount Buffalo
SAL21778,Mount Buller
SAL21779,Mount Burnett
SAL21780,Mount Bute
SAL21781,Mount Camel
SAL21782,Mount Cameron
SAL21783,Mount Clear
SAL21784,Mount Cole
SAL21785,Mount Cole Creek
SAL21786,Mount Cottrell
SAL21787,Mount Dandenong
SAL21788,Mount Doran
SAL21789,Mount Dryden
SAL21790,Mount Duneed
SAL21791,Mount Eccles
SAL21792,Mount Egerton
SAL21793,Mount Eliza
SAL21794,Mount Emu
SAL21795,Mount Evelyn
SAL21796,Mount Franklin
SAL21797,Mount Glasgow
SAL21798,Mount Helen
SAL21799,Mount Hooghly
SAL21800,Mount Lonarch
SAL21801,Mount Macedon
SAL21802,Mount Major
SAL21803,Mount Martha
SAL21804,Mount Mercer
SAL21805,Mount Moriac
SAL21806,Mount Napier
SAL21807,Mount Pleasant (Vic.)
SAL21808,Mount Prospect
SAL21809,Mount Richmond
SAL21810,Mount Rowan
SAL21811,Mount Sabine
SAL21812,Mount Tassie
SAL21813,Mount Taylor
SAL21814,Mount Toolebewong
SAL21815,Mount Wallace
SAL21816,Mount Waverley
SAL21817,Mountain Bay
SAL21818,Mountain View (Vic.)
SAL21819,Moutajup
SAL21820,Moyhu
SAL21821,Moyreisk
SAL21822,Moyston
SAL21823,Muckatah
SAL21824,Muckleford
SAL21825,Muckleford South
SAL21826,Mudgegonga
SAL21827,Mulgrave (Vic.)
SAL21828,Mumbannar
SAL21829,Mundoona
SAL21830,Munro
SAL21831,Muntham
SAL21832,Murchison (Vic.)
SAL21833,Murchison East
SAL21834,Murchison North
SAL21835,Murgheboluc
SAL21836,Murmungee
SAL21837,Murnungin
SAL21838,Murphys Creek (Vic.)
SAL21839,Murra Warra
SAL21840,Murrabit
SAL21841,Murrabit West
SAL21842,Murrawee
SAL21843,Murray-sunset
SAL21844,Murraydale
SAL21845,Murrayville
SAL21846,Murrindal
SAL21847,Murrindindi
SAL21848,Murroon
SAL21849,Murrumbeena
SAL21850,Murtoa
SAL21851,Musk
SAL21852,Musk Vale
SAL21853,Muskerry
SAL21854,Myall (Buloke - Vic.)
SAL21855,Myall (Gannawarra - Vic.)
SAL21856,Myamyn
SAL21857,Myers Flat
SAL21858,Myola (Vic.)
SAL21859,Myrniong
SAL21860,Myrrhee
SAL21861,Myrtle Creek (Vic.)
SAL21862,Myrtlebank
SAL21863,Myrtleford
SAL21864,Mysia
SAL21865,Mystic Park
SAL21866,Mywee
SAL21867,Nagambie
SAL21868,Nalangil
SAL21869,Nalinga
SAL21870,Nambrok
SAL21871,Nandaly
SAL21872,Nangana
SAL21873,Nangeela
SAL21874,Nangiloc
SAL21875,Nanneella
SAL21876,Nap Nap Marra
SAL21877,Napoleons
SAL21878,Nar Nar Goon
SAL21879,Nar Nar Goon North
SAL21880,Narbethong
SAL21881,Nareeb
SAL21882,Nareen
SAL21883,Nareewillock
SAL21884,Nariel Valley
SAL21885,Naring
SAL21886,Naringal
SAL21887,Naringal East
SAL21888,Naroghid
SAL21889,Narracan
SAL21890,Narraport
SAL21891,Narrapumelap South
SAL21892,Narrawong
SAL21893,Narre Warren
SAL21894,Narre Warren East
SAL21895,Narre Warren North
SAL21896,Narre Warren South
SAL21897,Narrung (Vic.)
SAL21898,Nathalia
SAL21899,Natimuk
SAL21900,Natte Yallock
SAL21901,Natya
SAL21902,Navarre
SAL21903,Navigators
SAL21904,Nayook
SAL21905,Neds Corner
SAL21906,Neereman
SAL21907,Neerim
SAL21908,Neerim East
SAL21909,Neerim Junction
SAL21910,Neerim North
SAL21911,Neerim South
SAL21912,Neilborough
SAL21913,Nelse
SAL21914,Nelson (Vic.)
SAL21915,Nerrena
SAL21916,Nerrin Nerrin
SAL21917,Nerrina
SAL21918,Nerring
SAL21919,Netherby (Vic.)
SAL21920,Neuarpurr
SAL21921,New Gisborne
SAL21922,Newborough
SAL21923,Newbridge (Vic.)
SAL21924,Newbury
SAL21925,Newcomb
SAL21926,Newfield
SAL21927,Newham
SAL21928,Newhaven
SAL21929,Newington (Vic.)
SAL21930,Newlands Arm
SAL21931,Newlyn
SAL21932,Newlyn North
SAL21933,Newmerella
SAL21934,Newport (Vic.)
SAL21935,Newry
SAL21936,Newstead (Vic.)
SAL21937,Newtown (Golden Plains - Vic.)
SAL21938,Newtown (Greater Geelong - Vic.)
SAL21939,Nhill
SAL21940,Nichols Point
SAL21941,Nicholson (Vic.)
SAL21942,Niddrie
SAL21943,Nilma
SAL21944,Nilma North
SAL21945,Ninda
SAL21946,Nine Mile (Vic.)
SAL21947,Nintingbool
SAL21948,Ninyeunook
SAL21949,Nirranda
SAL21950,Nirranda East
SAL21951,Nirranda South
SAL21952,Noble Park
SAL21953,Noble Park North
SAL21954,Noojee
SAL21955,Noorat
SAL21956,Noorat East
SAL21957,Noorinbee
SAL21958,Noorinbee North
SAL21959,Noradjuha
SAL21960,Norlane
SAL21961,Normanville (Vic.)
SAL21962,Norong
SAL21963,North Bendigo
SAL21964,North Blackwood
SAL21965,North Geelong
SAL21966,North Melbourne
SAL21967,North Shore (Vic.)
SAL21968,North Wangaratta
SAL21969,North Warrandyte
SAL21970,North Wonthaggi
